oid,matched_via,report_title,db_author,report_author
19013,2014 ND 142,Vetter v. State (cross-reference w/20120015),(none),Per Curiam
19010,2014 ND 138,"Hering v. WSI, et al.",(none),Per Curiam
16203,2014 ND 17,Disciplinary Board v. Howe,(none),Per Curiam
16278,2014 ND 109,Disciplinary Board v. Howe,(none),Per Curiam
19028,2014 ND 205,Matter of Aune,(none),Per Curiam
16213,2014 ND 35,Disciplinary Board v. Shaft,(none),Per Curiam
19017,2014 ND 178,"Interest of Voisine (cross-ref. w/20090182, 20100163 & 20120325)",(none),Per Curiam
16279,2014 ND 110,Disciplinary Board v. Lawler (Consol. w/ 20140054-20140062,(none),Per Curiam
16234,2014 ND 54,"Vacancy in Judgeship No. 4, NCJD",(none),Per Curiam
19012,2014 ND 141,Comes v. State,(none),Per Curiam
19020,2014 ND 187,Ruddell v. State (cross reference with 20120369),(none),Per Curiam
19022,2014 ND 189,State v. Tveito,(none),Per Curiam
19046,2014 ND 73,Matter of D.J.D. (CONFIDENTIAL),(none),Per Curiam
16356,2014 ND 77,"Vacancy in Judgeship No. 2, SEJD",(none),Per Curiam
16346,2014 ND 168,Disciplinary Board v. Kellington (Consolidated w/ 20140081),(none),Per Curiam
19019,2014 ND 186,Pankowski v. State,(none),Per Curiam
19024,2014 ND 191,"State v. Everett (Cross-ref.w/20070074, 20080063, 20090244, 20100222, 20100392)",(none),Per Curiam
19106,2015 ND 27,State v. Beylund,(none),Per Curiam
16792,2016 ND 185,State v. Beylund,(none),Per Curiam
19035,2014 ND 214,Luger v. State,(none),Per Curiam
16235,2014 ND 55,"Vacancy in Judgeship No. 8, SCJD",(none),Per Curiam
16788,2016 ND 182,State v. Birchfield,(none),Per Curiam
16393,2015 ND 6,State v. Birchfield,McEvers,Per Curiam
19079,2015 ND 21,Winarske v. State (consolidated w/20140113-20140118),(none),Per Curiam
19016,2014 ND 177,State v. Grzeskowiak (cross reference w/20130396),(none),Per Curiam
16349,2014 ND 176,Disciplinary Board v. Meidinger,(none),Per Curiam
16842,2017 ND 30,Beylund v. Levi,(none),Per Curiam
16415,2015 ND 18,Beylund v. Levi,McEvers,Per Curiam
16406,2015 ND 32,Runge v. Disciplinary Board,(none),Per Curiam
19038,2014 ND 218,Greybear v. State,(none),Per Curiam
16404,2014 ND 217,Bentz v. State,(none),Per Curiam
19027,2014 ND 204,Ayala v. State,(none),Per Curiam
19034,2014 ND 213,Thorson v. State,(none),Per Curiam
16362,2014 ND 196,Interest of J.A.H. (Consolidated w/20140146),McEvers,Per Curiam
19078,2015 ND 20,Interest of J.A.H. (Consolidated w/20140146),(none),Per Curiam
16786,2016 ND 186,State v. Washburn,(none),Per Curiam
19131,2015 ND 8,State v. Washburn,(none),Per Curiam
16297,2014 ND 137,Hann v. Disciplinary Board,(none),Per Curiam
19122,2015 ND 5,"Ratchenski v. Lindell, et al.",(none),Per Curiam
19108,2015 ND 28,"Mackey v. State (cross-ref. w/20120119, 20100337)",(none),Per Curiam
19032,2014 ND 211,State v. Nguyen (cross-ref. w/20130159),(none),Per Curiam
19098,2015 ND 26,Culver v. Levi,(none),Per Curiam
19015,2014 ND 167,"Interest of C.S.K. (Confidential) (consolidated w/ 20140234, 20140235)",(none),"Crothers, Daniel John"
19041,2014 ND 220,Coss v. Levi,(none),Per Curiam
19031,2014 ND 210,"Nilles, Ilvedson, Plambeck & Selbo, Ltd., v. Langer",(none),Per Curiam
19037,2014 ND 216,Connelley v. Connelley,(none),Per Curiam
19116,2015 ND 4,State v. Evans,(none),Per Curiam
16298,2014 ND 139,Reciprocal Discipline of Wynne,(none),Per Curiam
19053,2015 ND 108,State v. Blackcloud,(none),Per Curiam
19117,2015 ND 45,State v. Harns,(none),Per Curiam
16789,2016 ND 184,State v. Harns,(none),Per Curiam
19115,2015 ND 30,Waslaski v. State,(none),Per Curiam
16477,2015 ND 111,Disciplinary Board v. Carpenter,(none),Per Curiam
19093,2015 ND 25,Haugen v. Simmons,(none),Per Curiam
19119,2015 ND 47,Owens v. State,(none),Per Curiam
19075,2015 ND 19,State v. Johnson,(none),Per Curiam
19118,2015 ND 46,Romero v. State (cross-reference w/20110337),(none),"Crothers, Daniel John"
19139,2015 ND 90,"Complete Plumbing Services, Inc. v. Brenna",(none),Per Curiam
19080,2015 ND 22,"Rath v. Rath (Cross-ref. w/20130025, 20130184, 20130327 & 20140012)",(none),Per Curiam
19125,2015 ND 52,State v. Daye,(none),Per Curiam
19127,2015 ND 54,Myers v. State,(none),Per Curiam
16359,2014 ND 184,"Vacancy in Judgeship No. 1, Northeast Central Judicial District (cross ref. 352)",(none),Per Curiam
19056,2015 ND 116,Maxon v. State (consolidated w/20140473),(none),Per Curiam
16842,2017 ND 30,Wojahn v. Levi,(none),Per Curiam
19123,2015 ND 50,Wojahn v. Levi,(none),Per Curiam
19120,2015 ND 48,"Holkesvig v. Hutton, et al.",(none),Per Curiam
19121,2015 ND 49,Kirkpatrick v. State (cross-reference w/20110312),(none),Per Curiam
16475,2015 ND 107,State v. Baxter,McEvers,Per Curiam
16790,2016 ND 181,State v. Baxter,(none),Per Curiam
16787,2016 ND 183,State v. Kordonowy,(none),Per Curiam
16544,2015 ND 197,State v. Kordonowy,McEvers,Per Curiam
19124,2015 ND 51,Nails v. US Bank (USA) N.A.,(none),Per Curiam
16355,2014 ND 183,Matter of Carter  (CONFIDENTIAL),(none),Per Curiam
19129,2015 ND 56,State v. Eaglechasing,(none),Per Curiam
19126,2015 ND 53,Pederson v. State,(none),Per Curiam
19054,2015 ND 109,Carnes v. Snider,(none),Per Curiam
19083,2015 ND 23,Huffman Inc. v. WSI,(none),Per Curiam
19132,2015 ND 80,State v. Trimble,(none),Per Curiam
19137,2015 ND 87,Parizek v. State,(none),Per Curiam
19138,2015 ND 88,Tresenriter v. State,(none),Per Curiam
19140,2015 ND 91,Interest of T.J.S. (CONFIDENTIAL)(consolidated w/ 20140363 & 20140364),(none),Per Curiam
19134,2015 ND 83,Curtiss v. State,(none),Per Curiam
19062,2015 ND 145,State v. Hornor,(none),"McEvers, Lisa K. Fair"
19033,2014 ND 212,Interest of B.B.P. (Confidential)(consolidated w/20140375 & 20140376),(none),Per Curiam
19135,2015 ND 84,"Interest of D.V.A. (CONFIDENTIAL) (cross-ref 20030304, 20080319, 20100091)",(none),Per Curiam
19058,2015 ND 119,State v. Matthews,(none),Per Curiam
16455,2015 ND 67,"Holkesvig v. Rost, et al.",(none),Per Curiam
19128,2015 ND 55,Otto v. State,(none),Per Curiam
19055,2015 ND 115,State v. 1986 Collins Fifth Wheel Camper,(none),Per Curiam
19130,2015 ND 78,Ruddell v. State,(none),Per Curiam
19039,2014 ND 219,Interest of D.C.,(none),Per Curiam
16519,2015 ND 86,Mesch v. Levi,(none),Per Curiam
16402,2015 ND 17,Disciplinary Board v. Stanley,(none),Per Curiam
19072,2015 ND 168,Weston v. Crummy,(none),Per Curiam
19133,2015 ND 82,"Interest of Hoff (cross-reference w/ 20120248, 20130216 & 20130323)",(none),Per Curiam
19090,2015 ND 244,Dubray v. State,(none),Per Curiam
19114,2015 ND 3,Interest of M.S. (CONFIDENTIAL) (cross-ref w/ 20140304),(none),Per Curiam
19069,2015 ND 165,Interest of C.S. (CONFIDENTIAL) (cross-ref 20110302),(none),Per Curiam
19057,2015 ND 117,Interest of Thorson,(none),"McEvers, Lisa K. Fair"
19094,2015 ND 256,Interest of T.A.G.,(none),Per Curiam
19076,2015 ND 198,State v. Morel,(none),"Crothers, Daniel John"
19085,2015 ND 24,"Interest of D.D. (CONFIDENTIAL)(Cons. w/20140457, 20140465, & 20140466)",(none),Per Curiam
19077,2015 ND 2,Interest of E.L. (CONFIDENTIAL),(none),Per Curiam
19066,2015 ND 162,Everett v. State,(none),Per Curiam
19065,2015 ND 161,State v. Schwab,(none),Per Curiam
19070,2015 ND 166,State v. Horvath (consolidated w/20140469 & 20140470),(none),Per Curiam
19195,2016 ND 4,State v. Suelzle,(none),Per Curiam
19063,2015 ND 159,Curtiss v. State,(none),Per Curiam
16504,2015 ND 141,Reciprocal Discipline of Delorme,(none),Per Curiam
16459,2015 ND 89,"Vacancy in Judgeship No. 4, Northeast Central Judicial District",(none),Per Curiam
19060,2015 ND 143,State v. Smith,(none),Per Curiam
19084,2015 ND 239,Wedemeyer v. State,(none),Per Curiam
19073,2015 ND 184,Gackle v. N.D. Dep't of Transportation,(none),Per Curiam
19064,2015 ND 160,Gaede v. State,(none),Per Curiam
16564,2015 ND 217,Gerber v. Disciplinary Board,(none),Per Curiam
19061,2015 ND 144,State v. Olson,(none),Per Curiam
19067,2015 ND 163,Kirkpatrick v. State,(none),Per Curiam
19068,2015 ND 164,State v. Feist,(none),Per Curiam
19087,2015 ND 241,Kitzan v. State,(none),Per Curiam
16622,2015 ND 282,Disciplinary Board v. Johnston,(none),Per Curiam
19102,2015 ND 263,State v. Birnbaum,(none),Per Curiam
16676,2016 ND 53,State v. Mann,VandeWalle,Per Curiam
16800,2016 ND 211,State v. Mann,(none),Per Curiam
19086,2015 ND 240,State v. Berg,(none),Per Curiam
19082,2015 ND 227,State v. Korynta,(none),Per Curiam
19081,2015 ND 226,Interest of E.V. (Confidential),(none),Per Curiam
16479,2015 ND 113,Disciplinary Board v. Fahrenholtz (consol w/ 20150081-20150082),(none),Per Curiam
16567,2015 ND 220,Kuntz v. Disciplinary Board,(none),Per Curiam
19136,2015 ND 85,Interest of M.T.  (CONFIDENTIAL),(none),Per Curiam
19095,2015 ND 257,Sall v. Sall (cross-reference w/ 20100360 & 20120448),(none),Per Curiam
19103,2015 ND 264,Wheeler v. State (consolidated w/20150114 & 20150115),(none),Per Curiam
19096,2015 ND 258,In the Interest of A.S. (CONFIDENTIAL),(none),Per Curiam
19097,2015 ND 259,Rusgrove v. Goter,(none),Per Curiam
19104,2015 ND 265,Murray v. State,(none),Per Curiam
19194,2016 ND 3,Johnson v. State,(none),Per Curiam
19089,2015 ND 243,Matter of Bartole (cross-ref w/ 20110243),(none),"McEvers, Lisa K. Fair"
19071,2015 ND 167,Adoption of A.J.S. and T.J.S. (CONFIDENTIAL),(none),Per Curiam
16503,2015 ND 138,Chambering of Four New District Judgeships,(none),Per Curiam
16480,2015 ND 114,Disciplinary Board v. Foster,(none),Per Curiam
19059,2015 ND 142,Interest of B.E. (CONFIDENTIAL),(none),Per Curiam
16516,2015 ND 157,Disciplinary Board v. Lee,(none),Per Curiam
16533,2015 ND 182,Howe v. Disciplinary Board,(none),Per Curiam
19105,2015 ND 266,State v. Moreno,(none),Per Curiam
16568,2015 ND 221,"Vacancy in Judgeship No. 3, Northeast Judicial District",(none),Per Curiam
19193,2016 ND 27,State v. Stensaker (consolidated w/ 20150165),(none),Per Curiam
19088,2015 ND 242,"Meyer, et al. v. Engebretson, et al.",(none),Per Curiam
19101,2015 ND 262,State v. Busby,(none),Per Curiam
19100,2015 ND 261,State v. Ford,(none),Per Curiam
19110,2015 ND 291,Jodoin v. Levi,(none),Per Curiam
19074,2015 ND 186,Interest of B.E. (CONFIDENTIAL),(none),Per Curiam
19204,2016 ND 7,State v. Russell,(none),Per Curiam
19202,2016 ND 55,State v. Quantz,(none),Per Curiam
19109,2015 ND 290,Johnson v. State,(none),Per Curiam
16674,2016 ND 51,State v. Odermann,(none),Per Curiam
16569,2015 ND 222,Disciplinary Board v. Matson (consolidated w/ 20150220-20150221),(none),Per Curiam
19199,2016 ND 5,Myers v. State,(none),Per Curiam
16571,2015 ND 224,"Vacancy in Judgeship No. 1, Southwest Judicial District",(none),Per Curiam
19191,2016 ND 25,"Interest of G.L.D. (CONFIDENTIAL)(cross-reference w/20100230,20120175,&20140034)",(none),Per Curiam
19196,2016 ND 47,Aker v. Neiber,(none),Per Curiam
19173,2016 ND 22,Benson v. State (cross-reference w/20130179),(none),"VandeWalle, Gerald"
19201,2016 ND 52,Matuska v. State,(none),Per Curiam
19203,2016 ND 6,Sturre v. Levi,(none),"Sandstrom, Dale"
19192,2016 ND 26,"Interest of G.L.D. (CONFIDENTIAL)(cross-reference w/20100230,20120175,&2014",(none),Per Curiam
19141,2016 ND 109,Holkesvig v. Maring,(none),Per Curiam
19113,2015 ND 294,Butterfield v. Levi,(none),"VandeWalle, Gerald"
19111,2015 ND 292,Musick v. Levi,(none),Per Curiam
19092,2015 ND 246,Interest of W.M. (Confidential),Crothers,Per Curiam
19182,2016 ND 23,Gomez v. State,(none),Per Curiam
19091,2015 ND 245,Interest of B.K. (CONFIDENTIAL),(none),Per Curiam
16739,2016 ND 108,"Holkesvig v. Edison, et al.",(none),Per Curiam
19147,2016 ND 122,McCluskey v. McCluskey,(none),Per Curiam
19099,2015 ND 260,Interest of L.F. (CONFIDENTIAL),(none),Per Curiam
19176,2016 ND 222,State v. Ochiti,(none),Per Curiam
19197,2016 ND 48,Vogt v. State,(none),"McEvers, Lisa K. Fair"
16626,2015 ND 286,Disciplinary Board v. Huisman,(none),Per Curiam
19142,2016 ND 112,Norman v. State,(none),Per Curiam
19198,2016 ND 49,Erickstad v. State,(none),Per Curiam
19206,2016 ND 88,State v. Trower,(none),Per Curiam
16628,2015 ND 289,Disciplinary Board v. Ward,(none),Per Curiam
19112,2015 ND 293,Interest of A.C. (CONFIDENTIAL)(Consolidated w/20150318),(none),Per Curiam
16826,2016 ND 241,State v. Timm,(none),Per Curiam
19208,2016 ND 92,State v. Timm,(none),Per Curiam
16732,2016 ND 113,Disciplinary Board v. Ward,(none),Per Curiam
19171,2016 ND 216,"Stibbe v. Haven, et al.",(none),Per Curiam
16627,872 N.W.2d 338,Disciplinary Board v. Varriano,(none),Per Curiam
16627,872 N.W.2d 338,Disciplinary Board v. Varriano,(none),Per Curiam
16627,872 N.W.2d 338,Disciplinary Board v. Varriano,(none),Per Curiam
16627,872 N.W.2d 338,Disciplinary Board v. Varriano,(none),Per Curiam
16627,872 N.W.2d 338,Disciplinary Board v. Varriano,(none),Per Curiam
16627,872 N.W.2d 338,Disciplinary Board v. Varriano,(none),Per Curiam
16627,872 N.W.2d 338,Disciplinary Board v. Varriano,(none),Per Curiam
16627,872 N.W.2d 338,Disciplinary Board v. Varriano,(none),Per Curiam
16627,2015 ND 288,Disciplinary Board v. Varriano,(none),Per Curiam
16627,872 N.W.2d 338,Disciplinary Board v. Varriano,(none),Per Curiam
16627,872 N.W.2d 338,Disciplinary Board v. Varriano,(none),Per Curiam
16637,2016 ND 2,"Vacancy in Judgeship No. 1, NEJD",(none),Per Curiam
16734,2016 ND 115,Disciplinary Board v. Ward,(none),Per Curiam
19159,2016 ND 188,"Interest of C.S., a child (CONFIDENTIAL)(CONSOLIDATED w/20150356)",(none),Per Curiam
19187,2016 ND 24,Interest of N.C. (CONFIDENTIAL),(none),Per Curiam
16654,2016 ND 21,"Vacancy in Judgeship No. 7, SEJD (see 20160011)",(none),Per Curiam
19150,2016 ND 125,State v. Phelps,(none),Per Curiam
19200,2016 ND 50,Interest of C.S. (Confidential),(none),"Crothers, Daniel John"
19160,2016 ND 191,City of Bismarck v. Pederson,(none),Per Curiam
19152,2016 ND 127,Robinson v. State,(none),Per Curiam
19151,2016 ND 126,Lohmann v. N.D. Dep't of Transportation,(none),Per Curiam
19205,2016 ND 86,Kapple v. N.D. Dep't of Transportation,(none),Per Curiam
19145,2016 ND 120,Johnson v. State,(none),Per Curiam
19158,2016 ND 180,State v. Grajczyk,(none),Per Curiam
19148,2016 ND 123,Matthews v. State,(none),Per Curiam
19154,2016 ND 159,State v. Hoffer,(none),"VandeWalle, Gerald"
19144,2016 ND 119,Beeter v. State,(none),Per Curiam
19207,2016 ND 89,Interest of Thill (cross-reference w/ 20130291 & 20150147),(none),Per Curiam
19157,2016 ND 179,Matter of Mangelsen (cross-ref. w/20130155),(none),Per Curiam
19143,2016 ND 118,Comes v. State,(none),Per Curiam
19146,2016 ND 121,"Halo Holdings Group, LLLP v. Bird Industries, Inc.",(none),Per Curiam
19164,2016 ND 200,Richholt v. Hrdlicka,(none),Per Curiam
19166,2016 ND 203,Harmon v. State,(none),Per Curiam
19174,2016 ND 220,Delvo v. State,(none),Per Curiam
19155,2016 ND 177,Hickey v. State,(none),Per Curiam
19170,2016 ND 207,Shermer v. State,(none),Per Curiam
19161,2016 ND 196,Guardianship of W.B.T.,(none),Per Curiam
19156,2016 ND 178,Davies v. State,(none),Per Curiam
19163,2016 ND 199,Overvold v. Overvold,(none),Per Curiam
19179,2016 ND 226,State v. Butts,(none),Per Curiam
19209,2017 ND 11,Shelton v. Shelton,(none),Per Curiam
16817,2016 ND 233,CHS Inc. v. Riemers,(none),Per Curiam
16795,2016 ND 189,Reciprocal Discipline of Haderlie,(none),Per Curiam
16730,2016 ND 110,Disciplinary Board v. Enget,(none),Per Curiam
19168,2016 ND 205,Kardor v. State,(none),Per Curiam
19180,2016 ND 227,State v. Peltier,(none),Per Curiam
19226,2017 ND 55,Ueckert v. N.D. Dep't of Transportation,(none),Per Curiam
19190,2016 ND 244,Nesheim v. Nesheim,(none),Per Curiam
19167,2016 ND 204,"Hageness v. Slaubaugh, et al.",(none),Per Curiam
19183,2016 ND 235,State v. Williams,(none),Per Curiam
19177,2016 ND 223,Gonzalez v. State,(none),Per Curiam
19181,2016 ND 228,Yarbro v. State,(none),Per Curiam
19215,2017 ND 36,Hofland v. Hofland,(none),Per Curiam
19225,2017 ND 5,State v. Catch the Bear,(none),Per Curiam
19153,2016 ND 143,Interest of E.P. (CONFIDENTIAL)(consolidated w/20160185 & 20160186),(none),Per Curiam
19224,2017 ND 46,State v. Borden,(none),Per Curiam
19172,2016 ND 217,"Matter of Emelia Hirsch Trust(20080209, 20120141, 20120241, 20120371 & 20130365",(none),Per Curiam
16775,2016 ND 166,"Vacancy in Judgeship No. 5, Northeast Central Judicial District",(none),Per Curiam
19220,2017 ND 40,Kovalevich v. State (Consolidated w/20160325),(none),Per Curiam
19230,2017 ND 6,State v. Harrison,(none),Per Curiam
19185,2016 ND 238,"Young, n/k/a Klein v. Young (cross-ref. w/20070293)",(none),Per Curiam
19165,2016 ND 201,"New Public School District #8 v. State Board of Public School Education, et al.",(none),Per Curiam
19188,2016 ND 242,"Matter of Hehn (cross-reference 20070167, 20110053, 20120070, (continued)",(none),Per Curiam
19175,2016 ND 221,Owens v. State,(none),"Crothers, Daniel John"
19214,2017 ND 32,Golberg v. N.D. Dep't of Transportation,(none),Per Curiam
19184,2016 ND 237,State v. Ortiz,(none),Per Curiam
19212,2017 ND 2,State v. Nelson (consolidated w/20160225)(cross-ref. w/20150212),(none),Per Curiam
19178,2016 ND 224,State v. Wygal,(none),Per Curiam
19149,2016 ND 124,Interest of M.S. (cross-reference w/20140304 & 20140435),(none),"Sandstrom, Dale"
19235,2017 ND 8,Interest of Carter (cross-reference w/20100180),(none),Per Curiam
19240,2017 ND 9,Ashley v. State,(none),Per Curiam
19228,2017 ND 58,Follman v. Follman,(none),Per Curiam
19222,2017 ND 43,State v. Nur,(none),Per Curiam
15757,2016 ND 236,Schaffner v. Job Service North Dakota,(none),Per Curiam
19231,2017 ND 61,Matter of Wegley,(none),Per Curiam
19213,2017 ND 3,State v. Moreland (consolidated w/20160268),(none),Per Curiam
19234,2017 ND 7,"Moline v. Workforce Safety and Insurance, et al.",(none),Per Curiam
16878,2017 ND 64,Judicial Conduct Commission v. Hagar,(none),Per Curiam
19219,2017 ND 4,Lowe v. WSI,(none),Per Curiam
19221,2017 ND 41,State v. Mindt,(none),Per Curiam
19162,2016 ND 198,In the Matter of A.J.S. and N.J.S. (Confidential),(none),Per Curiam
19210,2017 ND 12,Chatman v. State,(none),Per Curiam
16813,2016 ND 218,"Vacancy in Judgeship No. 2, Northwest Judicial District",(none),Per Curiam
19237,2017 ND 84,Glende v. State,(none),Per Curiam
19169,2016 ND 206,Interest of S.J. (CONFIDENTIAL),(none),Per Curiam
19232,2017 ND 62,State v. Russell,(none),Per Curiam
19218,2017 ND 39,"Interest of D.V.A.(Confidential-Cross-ref.w/20080319,20100091,20110358,20140384)",(none),Per Curiam
19233,2017 ND 63,Thompson v. State (cross-reference w/20150157),(none),Per Curiam
19216,2017 ND 37,"Snyder v. Director, N.D. Dep't of Transportation",(none),Per Curiam
19211,2017 ND 16,Sadek v. N.D. Dep't of Transportation,(none),Per Curiam
19241,2017 ND 90,State v. Howe,(none),Per Curiam
19238,2017 ND 87,State v. Caster,(none),Per Curiam
16808,2016 ND 219,Disciplinary Board v. Bruggeman,(none),Per Curiam
19227,2017 ND 57,"EduCap, Inc. v. Elder, et al.",(none),Per Curiam
16931,2017 ND 89,State v. Schnellbach,(none),Per Curiam
19229,2017 ND 59,Evans v. State,(none),Per Curiam
19189,2016 ND 243,Interest of E.G.U. (Consolidated w/20160356)(Confidential),(none),Per Curiam
19217,2017 ND 38,"Wheeler v. Schmalenberger, et al.",(none),Per Curiam
16935,2017 ND 114,Buresh v. State,(none),Per Curiam
16930,2017 ND 116,State v. Cox,(none),Per Curiam
16929,2017 ND 115,Jessop v. Levi,(none),Per Curiam
19186,2016 ND 239,Interest of R.F. (CONFIDENTIAL),(none),Per Curiam
16962,2017 ND 150,Jasmann v. State,(none),Per Curiam
16919,2017 ND 113,Disciplinary Board v. Foster (Consolidated w/ 20160404-20160434),(none),Per Curiam
19242,2018 ND 1,Disciplinary Board v. Foster (Consolidated w/ 20160404-20160434),(none),Per Curiam
19290,2018 ND 246,Petition to Permit Temporary Provision of Legal Services,(none),Per Curiam
17335,2019 ND 1,Petition to Permit Temporary Provision of Legal Services,(none),Per Curiam
19290,2018 ND 246,Petition to Permit Temporary Provision of Legal Services,(none),Per Curiam
19290,2018 ND 246,Petition to Permit Temporary Provision of Legal Services,(none),Per Curiam
16937,2017 ND 130,Junas v.  N.D. Dep't of Transportation,(none),Per Curiam
16987,2017 ND 180,Ritter v. Ritter (Cross-reference w/20150202),(none),Per Curiam
19236,2017 ND 83,Rufus v. State,(none),Per Curiam
16938,2017 ND 131,State v. Raphael,(none),Per Curiam
19223,2017 ND 44,Interest of A.D. (Confidential),(none),Per Curiam
17043,2017 ND 226,State v. Doornek (Consolidated w/20170027),(none),Per Curiam
16936,2017 ND 129,State v. Smith,(none),Per Curiam
16854,2017 ND 10,"State v. Louser, et al.",(none),Per Curiam
17044,2017 ND 224,State v. Duchaine,(none),Per Curiam
17063,2017 ND 258,State v. Toure (consolidated w/20170039 & 20170040),(none),Per Curiam
17042,2017 ND 227,State v. Osier (consolidated w/20170042)(cross-ref. w/19960346 & 19980088),(none),Per Curiam
16896,2017 ND 85,"Vacancy in Judgeship No. 2, Northeast Judicial District",(none),Per Curiam
17008,2017 ND 199,Disciplinary Board v. Allen,(none),Per Curiam
16895,2017 ND 86,"Vacancy in Judgeship No. 1, Southeast Judicial District",(none),Per Curiam
17058,2017 ND 238,Clark v. State,(none),Per Curiam
19239,2017 ND 88,Interest of J.J.A.M. (Confidential),(none),Per Curiam
16965,2017 ND 151,Brown v. WSI,(none),Per Curiam
17041,2017 ND 225,State v. Wagner,(none),Per Curiam
17100,2017 ND 280,State v. Sabot,(none),Per Curiam
16960,2017 ND 149,Disciplinary Board v. Matson (cons. w/ 20170102-20170121),(none),Per Curiam
17040,2017 ND 223,Phillips v. State (cross-reference w/20130151),(none),Per Curiam
17057,2017 ND 237,State v. Whetsel,(none),Per Curiam
17064,2017 ND 257,State v. Hojian,(none),Per Curiam
16955,2017 ND 161,Disciplinary Board v. Foster (Consolidated w/20170151),(none),Per Curiam
16988,2017 ND 181,"Vacancy in Judgeship No. 6, NEJD",(none),Per Curiam
17072,2017 ND 235,Wisham v. State,(none),Per Curiam
17079,2017 ND 268,State v. Montgomery,(none),Per Curiam
17098,2017 ND 275,State v. Vann,(none),Per Curiam
19296,2018 ND 3,City of Bismarck v. Wells,(none),Per Curiam
17073,2017 ND 236,Wisham v. State,(none),Per Curiam
17048,2017 ND 239,State v. Sahel,(none),Per Curiam
17097,2017 ND 273,State v. Palacio (consolidated w/20170181),(none),Per Curiam
17111,2018 ND 66,Yahnke v. State,(none),Per Curiam
19318,2018 ND 5,Jose v. Jose,(none),Per Curiam
17094,2017 ND 274,State v. Anderson,(none),Per Curiam
16971,2017 ND 164,Interest of A.F.L. (CONFIDENTIAL),(none),Per Curiam
16989,2017 ND 182,Disciplinary Board v. Widdel,(none),Per Curiam
17101,2017 ND 276,State v. De La Cruz,(none),Per Curiam
19272,2018 ND 2,Saucedo v. State,(none),Per Curiam
17096,2017 ND 278,State v. Todd,(none),Per Curiam
17030,2017 ND 216,Disciplinary Board v. Lee,(none),Per Curiam
17036,2017 ND 221,Disciplinary Board v. Nemec,(none),Per Curiam
17035,2017 ND 220,"Vacancy in Judgeship No. 3, NECJD",(none),Per Curiam
17152,2018 ND 103,Interest of K.S.D. (CONFIDENTIAL) (consolidated with 20170273),(none),Per Curiam
17102,2017 ND 289,Interest of K.S.D. (CONFIDENTIAL) (consolidated with 20170273),Louser,Per Curiam
19333,2018 ND 7,State v. Evans,(none),Per Curiam
17091,2017 ND 279,Coppage v. State,(none),Per Curiam
19307,2018 ND 4,State v. Tucker,(none),Per Curiam
19334,2018 ND 8,Interest of Leno,(none),Per Curiam
17107,2018 ND 65,Carroll v. Carroll (cross-reference w/20160190),(none),Per Curiam
19306,2018 ND 39,Tarabochia v. WSI,(none),Per Curiam
19336,2018 ND 86,Brekhus v. N.D. Dep't of Transportation,(none),Per Curiam
17034,2017 ND 222,Matter of Reciprocal Discipline of Matson,(none),Per Curiam
19312,2018 ND 44,State v. Newman,(none),Per Curiam
17185,2018 ND 125,State v. Ashford,(none),Per Curiam
19305,2018 ND 38,State v. Coleman,(none),Per Curiam
17037,2017 ND 228,Interest of Jane Doe (CONFIDENTIAL),(none),Per Curiam
17046,2017 ND 233,"Vacancy in Judgeship No. 9, ECJD",(none),Per Curiam
17115,2018 ND 72,Petition of Bolinske,(none),Per Curiam
17124,2018 ND 73,State v. Mbulu,(none),Per Curiam
17061,2017 ND 256,Disciplinary Board v. Matson (Consolidated w/20170344),(none),Per Curiam
19308,2018 ND 40,Nur v. State,(none),Per Curiam
17118,2018 ND 74,State v. Redtomahawk,(none),Per Curiam
17180,2018 ND 128,State v. Contreras-Castillo,(none),Per Curiam
17088,2017 ND 281,Interest of M.R. (CONFIDENTIAL) (consolidated w/20170364 & 20170365),(none),Per Curiam
19309,2018 ND 41,Flemming v. Flemming,(none),Per Curiam
19260,2018 ND 162,"State v. Everett, Jr.",(none),Per Curiam
17090,2017 ND 272,Matter of Reciprocal Discipline of Huisman,(none),Per Curiam
19342,2018 ND 91,State v. Rutherford,(none),Per Curiam
19250,2018 ND 147,State v. Kisi,(none),Per Curiam
19337,2018 ND 87,State v. Ali,(none),Per Curiam
19255,2018 ND 155,State v. Cullett,(none),Per Curiam
19329,2018 ND 6,Interest of Z.B. (Confidential),(none),Per Curiam
17095,2017 ND 277,Interest of Jane Doe (CONFIDENTIAL),(none),Per Curiam
19285,2018 ND 240,State v. Etemad,(none),Per Curiam
19281,2018 ND 237,City of Fargo v. Nelson,(none),Per Curiam
19338,2018 ND 88,Thorstad v. State,(none),Per Curiam
17109,2018 ND 64,Huft v. Huft,(none),Per Curiam
17183,2018 ND 127,Interest of Hoff,(none),Per Curiam
19254,2018 ND 153,"Tillich, et al. v. Bruce, et al.",(none),Per Curiam
17205,2018 ND 148,"RAD Development-Main Street, LLC v. Leunguen-Koundjo, et al.",(none),Per Curiam
17155,2018 ND 104,State v. Parks,(none),Per Curiam
17203,2018 ND 161,Butts v. State,(none),Per Curiam
19310,2018 ND 42,Interest of L.S. (CONFIDENTIAL)(consolidated w/ 20180007),(none),Per Curiam
17266,2018 ND 209,State v. Hussein,(none),Per Curiam
19282,2018 ND 238,"Marler v. Martin, et al.",(none),Per Curiam
