oid,matched_via,report_title,db_author,report_author
18388,2001 ND 164,State v. Gleeson,(none),Per Curiam
18384,2001 ND 159,"State v. Jensen                         (Cross-Ref. w/20010012, 13 & 14)",(none),Per Curiam
18438,2002 ND 41,State v. Morrison,(none),Per Curiam
18432,2002 ND 19,State v. Guy,(none),Per Curiam
18389,2001 ND 171,Bell v. State,(none),Per Curiam
18437,2002 ND 40,State v. Aipperspach,(none),Per Curiam
18392,2001 ND 196,State v. Gates                                       (Cross-ref. w/940388),(none),Per Curiam
18428,2002 ND 18,Burke v. State,(none),Per Curiam
18391,2001 ND 181,Hellerud v. ND Dept. of Transportation,(none),Per Curiam
18390,2001 ND 179,"Alerus Financial v. Lamb, et al.             (CONSOLIDATED W/20010178)",(none),Per Curiam
13423,2001 ND 134,Name Change of State Bar Board to Board of Law Examiners,(none),Per Curiam
13444,2001 ND 158,Disciplinary Board v. Gronneberg,(none),Per Curiam
18436,2002 ND 3,State v. Marshall    (Consolidated w/20010253),(none),Per Curiam
18415,2002 ND 11,State v. BlackCloud,(none),Per Curiam
13497,2002 ND 9,Disciplinary Board v. Crary,(none),Per Curiam
18440,2002 ND 57,State v. Vincent     (Cross-Ref. w/19980185),(none),Per Curiam
13650,2002 ND 149,"Disciplinary Board v. Keller  (CROSS-REF. w/ 20010305, 20020018-20020020)",(none),Per Curiam
13485,2001 ND 199,Judicial Vacancy in the Northwest Judicial District,(none),Per Curiam
13552,2002 ND 20,Piatz v. ND Dept. of Transportation,(none),Per Curiam
18452,2002 ND 94,Eide v. Eide,(none),Per Curiam
18426,2002 ND 17,State v. Ringsrud,(none),Per Curiam
18439,2002 ND 56,State v. Radcliffe,(none),Per Curiam
18449,2002 ND 91,State v. Moore,(none),Per Curiam
18442,2002 ND 73,State v. Disbrow,(none),Per Curiam
18447,2002 ND 89,State v. Moore,(none),Per Curiam
18444,2002 ND 75,State v. Paul,(none),Per Curiam
18441,2002 ND 58,Wolfe v. Wolfe,(none),Per Curiam
13484,2001 ND 198,Disciplinary Board v. Dooley,(none),Per Curiam
18445,2002 ND 87,Looney v. Looney,(none),Per Curiam
18448,2002 ND 90,Interest of T.J.R.                    (NOTE:  case was consol. w/20010286),(none),Per Curiam
18412,2002 ND 107,State v. Taylor,(none),Per Curiam
18443,2002 ND 74,"Wilson v. Velva Rental Housing, Inc.",(none),Per Curiam
18450,2002 ND 92,"Kaffar, et al. v. Dschaak, et al.",(none),Per Curiam
13506,2002 ND 12,Judicial Vacancy in the Northwest District,(none),Per Curiam
18417,2002 ND 120,"Lithun, et al. v. DuPaul",(none),Per Curiam
13510,2002 ND 15,Judicial Conduct Commission v. Tessmann,(none),Per Curiam
18453,2002 ND 99,"Matrix Properties Corp. v. JCG Investments, et al.",(none),Per Curiam
18446,2002 ND 88,Bettenhausen v. Bettenhausen,(none),Per Curiam
18451,2002 ND 93,Churchill v. Churchill,(none),Per Curiam
18416,2002 ND 119,"Matrix v. TAG Investments, et al.",(none),Per Curiam
18425,2002 ND 169,State v. Rohde             (consolidated w/20020030-20020033),(none),Per Curiam
18414,2002 ND 109,Mayer v. Mayer,(none),Per Curiam
18413,2002 ND 108,Larson v. McMorrow,(none),Per Curiam
18419,2002 ND 150,"Andes v. Brogdin, et al.",(none),Per Curiam
13562,2002 ND 54,Petition to Change Resident Chambers from Watford City to Minot,(none),Per Curiam
13562,2002 ND 54,Petition to Change Resident Chambers from Watford City to Minot,(none),Per Curiam
13634,2002 ND 124,Petition to Change Judgeship No. 2 or No. 6 from Valley City to Jamestown,(none),Per Curiam
13548,2002 ND 53,Kelsh v. Jaeger,(none),Per Curiam
13599,2002 ND 106,Disciplinary Board v. Edwardson,(none),Per Curiam
18430,2002 ND 183,State v. Robinson,(none),Per Curiam
18420,2002 ND 156,State v. Guthmiller,(none),Per Curiam
18421,2002 ND 158,Argenziano v. State,(none),Per Curiam
13669,2002 ND 181,Jacobson v. Garaas   (Consolidated w/ 20020113),(none),Per Curiam
18429,2002 ND 180,"Intel-Foods Corporation v. Alexander, et al.",(none),Per Curiam
18424,2002 ND 168,Hemmesch v. Bonebrake,(none),Per Curiam
13585,2002 ND 100,Dvorak v. Disciplinary Board,(none),Per Curiam
18433,2002 ND 198,State v. Mohamed,(none),Per Curiam
18427,2002 ND 172,State v. Fontaine,(none),Per Curiam
18423,2002 ND 167,Johnson v. ND Dept. of Transportation,(none),Per Curiam
18418,2002 ND 123,Interest of N.S.    (CONFIDENTIAL),(none),Per Curiam
18468,2003 ND 28,Jensen v. State  (Consol. w/20020147-148),(none),Per Curiam
18422,2002 ND 166,Whiteman v. State,(none),Per Curiam
18431,2002 ND 184,Jensen v. State,(none),Per Curiam
13723,2003 ND 22,Disciplinary Board v. McKechnie,(none),Per Curiam
13748,2003 ND 37,Hegland v. McKechnie,(none),Per Curiam
13691,2002 ND 195,Greybull v. Harlan,(none),Per Curiam
13662,2002 ND 155,Disciplinary Board v. Butz,(none),Per Curiam
18457,2003 ND 13,"Lee, et al. v. Owan",(none),Per Curiam
18467,2003 ND 2,"Downing v. ND Workers Comp., et al.",(none),Per Curiam
18470,2003 ND 56,City of Devils Lake v. Alford,(none),Per Curiam
13672,2002 ND 182,Disciplinary Board v. Asbridge,(none),Per Curiam
18455,2003 ND 106,State v. Schmidt,(none),Per Curiam
13670,2002 ND 165,Judicial Conduct Commission v. Berg,(none),Per Curiam
13801,2003 ND 82,Disciplinary Board v. Giese,(none),Per Curiam
13714,2003 ND 11,Disciplinary Board v. Lee,(none),Per Curiam
18456,2003 ND 107,State v. Heupel,(none),Per Curiam
18454,2003 ND 103,"Holman, et al. v. Berglund, et al.",(none),Per Curiam
18471,2003 ND 57,City of Bismarck v. Stockert  (Consolidated w/20020332 & 20020333),(none),Per Curiam
18472,2003 ND 67,"Nelsen v. N.D. Dept. of Transportation, et al.",(none),Per Curiam
18434,2002 ND 199,Interest of G.H.,(none),Per Curiam
13693,2002 ND 197,Disciplinary Board v. Sundby,(none),Per Curiam
18460,2003 ND 155,State v. Zephyrin,(none),Per Curiam
18469,2003 ND 40,Wilson v. State,(none),Per Curiam
18474,2003 ND 93,"Marcotte's Builders Supply v. Strobel, et al.",(none),Per Curiam
18473,2003 ND 80,Weninger v. Grzeskowiak,(none),Per Curiam
18458,2003 ND 142,Deptuch v. Lindberg,(none),Per Curiam
18475,2003 ND 94,Spath v. State                              (cross-ref. w/990302 & 970230),(none),Per Curiam
13791,2003 ND 74,Disciplinary Board v. Query   (CONSOLIDATED W/20030025),(none),Per Curiam
18459,2003 ND 143,State v. Ricker,(none),Per Curiam
13767,2003 ND 49,"Judicial Vacancy in District Judgeship No. 7, East Central District",(none),Per Curiam
18461,2003 ND 157,State v. Faleide  (Consol. w/20030076-20030077),(none),Per Curiam
13762,2003 ND 54,Disciplinary Board v. Schoppert,(none),Per Curiam
18462,2003 ND 165,Klingenstein v. Klingenstein,(none),Per Curiam
18466,2003 ND 192,State v. Parizek,(none),Per Curiam
13989,2004 ND 64,Graves v. State Board of Law Examiners,(none),Per Curiam
13889,2003 ND 161,Disciplinary Board v. Hoffman  (Consolidated w/ 20030142),(none),Per Curiam
18463,2003 ND 176,Knodel v. Knodel,(none),Per Curiam
13896,2003 ND 170,Disciplinary Board v. McKechnie               (Cross-reference w/ 20020199),(none),Per Curiam
18476,2004 ND 1,State v. Skalicky (Consol. w/20030164-20030167),(none),Per Curiam
18464,2003 ND 178,Negaard v. Negaard                                 (cross-ref. w/20010251),(none),Per Curiam
18491,2004 ND 3,State v. Heckelsmiller,(none),Per Curiam
13846,2003 ND 126,Matter of Fosaaen   (CONFIDENTIAL),(none),Per Curiam
18498,2004 ND 67,State v. Stensaker,(none),Per Curiam
18465,2003 ND 191,State v. Sabinash (Consolidated w/20030220),(none),Per Curiam
18499,2004 ND 68,State v. Provost                (cross-ref. w/20030227 & 20030229-20030231),(none),Per Curiam
18492,2004 ND 33,Swensrud v. Gates,(none),Per Curiam
18489,2004 ND 20,Wohlwend v. Wohlwend,(none),Per Curiam
18495,2004 ND 50,State v. Pettit,(none),Per Curiam
18493,2004 ND 34,"United Community Bank v. Delorme, et al. (Consolidated w/20030262)",(none),Per Curiam
18494,2004 ND 35,"Swancy v. Tjon, et al.",(none),Per Curiam
13867,2003 ND 152,Disciplinary Board v. Edin,(none),Per Curiam
14017,2004 ND 88,State v. Helm,(none),Per Curiam
18479,2004 ND 121,State v. Mikkelson,(none),Per Curiam
18502,2004 ND 72,Roth v. Hoffer,(none),Per Curiam
13890,2003 ND 163,"Judicial Vacancy in District Judgeship No. 2, South Central District",(none),Per Curiam
18496,2004 ND 53,State v. Schiele,(none),Per Curiam
18478,2004 ND 103,State v. Markel,(none),Per Curiam
18497,2004 ND 66,Heinz v. Heinz,(none),Per Curiam
14128,2004 ND 91,"All New Gutter Service, Inc. v. Dusek",(none),Per Curiam
18500,2004 ND 69,Weaver v. State,(none),Per Curiam
13917,2003 ND 189,"Judicial Vacancy in District Judgeship No. 1, Northeast Central Judicial Dt.",(none),Per Curiam
13943,2004 ND 17,Matter of Edwardson  (CONFIDENTIAL),(none),Per Curiam
13918,2003 ND 190,"Judicial Vacancy in District Judgeship No. 4, East Central Judicial Dt",(none),Per Curiam
18481,2004 ND 123,City of Minot v. Kary  (Consolidated w/20030344),(none),Per Curiam
18490,2004 ND 208,Packineau v. State,(none),Per Curiam
18485,2004 ND 177,Jackson v. State,(none),Per Curiam
18482,2004 ND 124,State v. Reimche (Consolidated w/20040003),(none),Per Curiam
18483,2004 ND 143,"Ag Acceptance Corp. v. Alexander Farms, Inc., et al.",(none),Per Curiam
18477,2004 ND 102,Reishus v. Thompson,(none),Per Curiam
13937,2004 ND 2,"Judicial Vacancy in District Judgeship No. 2, East Central Judicial Dt",(none),Per Curiam
13958,2004 ND 32,"Judicial Vacancy in District Judgeship No. 4, Northwest Judicial District",(none),Per Curiam
13948,2004 ND 19,"Judicial Vacancy in District Judgeship No. 3, East Central Judicial Dt",(none),Per Curiam
18480,2004 ND 122,State v. Kokron,(none),Per Curiam
14080,2004 ND 155,"Miller v. Workforce Safety and Insurance, et al.",VandeWalle,"Maring, Mary"
14090,2004 ND 171,Judicial Conduct Commission v. McGuire,(none),Per Curiam
18484,2004 ND 175,City of Wahpeton v. Timmerman  (Consolidated w/ 20040076 & 20040077),(none),Per Curiam
14160,2004 ND 219,Engwicht v. Lako,(none),Per Curiam
14161,2004 ND 222,State v. Bates,(none),Per Curiam
14007,2004 ND 87,Reciprocal Discipline of Chinquist,(none),Per Curiam
14003,2004 ND 83,Reciprocal Discipline of Schaefer,(none),Per Curiam
14002,2004 ND 84,Matter of the Reciprocal Discipline of Johannson,(none),Per Curiam
18535,2005 ND 46,State v. Arth,(none),"Kapsner, Carol"
18503,2004 ND 99,Disciplinary Board v. Balerud    (CONFIDENTIAL),(none),Per Curiam
14162,2004 ND 221,State v. Ernst,(none),Per Curiam
14031,2004 ND 101,Disciplinary Board v. Peterson,(none),Per Curiam
18488,2004 ND 197,"R.R. v. G. H., et al.  (CONFIDENTIAL) (Cross-Ref. w/20040288 & 20040325)",(none),"Kapsner, Carol"
14163,2004 ND 220,City of Mandan v. Cordova,(none),Per Curiam
14131,2004 ND 205,Disciplinary Board v. Peterson (Con. w/20040168&169)(Cross-ref. w/20040134),(none),Per Curiam
18533,2005 ND 3,State v. Rupp,(none),Per Curiam
14099,2004 ND 172,Judicial Conduct Commission v. Giese,(none),Per Curiam
18539,2005 ND 6,State v. Mooney (Consolidated w/ 20040181 & 20040182),(none),Per Curiam
18532,2005 ND 29,Guardianship of Topp,(none),Per Curiam
14159,2004 ND 209,State v. Whitetail,(none),Per Curiam
18547,2005 ND 89,State v. Olsen   (Consolidated w/20050040),(none),Per Curiam
18544,2005 ND 8,Johnson v. State,(none),Per Curiam
18543,2005 ND 78,"Interest of B.M., et al.  (CONFIDENTIAL)",(none),Per Curiam
18531,2005 ND 28,Interest of T.C.R.  (CONFIDENTIAL),(none),Per Curiam
18530,2005 ND 27,Clifford v. O'Donnell,(none),Per Curiam
18534,2005 ND 4,"Pautz v. N.B., et al.  (CONFIDENTIAL)",(none),Per Curiam
14106,2004 ND 180,Disciplinary Board v. Secrest,(none),Per Curiam
18524,2005 ND 2,State v. Jackson-Metcalf,(none),Per Curiam
18486,2004 ND 182,Interest of K.G.   (CONFIDENTIAL),(none),Per Curiam
18487,2004 ND 183,Interest of R.R.  (CONFIDENTIAL),(none),Per Curiam
18540,2005 ND 7,Cole v. Cole,(none),Per Curiam
18536,2005 ND 5,Miller v. Sprynczynatyk,(none),Per Curiam
14130,2004 ND 206,Disciplinary Board v. Madlom,(none),Per Curiam
14245,2005 ND 91,Bollin v. ND Dept. of Transportation,(none),Per Curiam
18538,2005 ND 58,Kastrow v. State,(none),Per Curiam
18505,2005 ND 100,R.R. v. G.H. (CONFIDENTIAL)             (Cross-ref. w/20040139 & 20040288),(none),Per Curiam
18541,2005 ND 73,Litoff v. Pinter,(none),Per Curiam
18542,2005 ND 77,State v. Bleibaum,(none),Per Curiam
14343,704 N.W.2d 574,"Pautz v. N.B., et al. (Confidential)              (cross-ref. w/20040229)",(none),Per Curiam
18512,2005 ND 164,Eagleman v. State                                   (Cross-Ref. w/20030149),(none),Per Curiam
18545,2005 ND 81,Aker v. ND Department of Transportation,(none),Per Curiam
14343,704 N.W.2d 574,Ernst v. Tjon,(none),Per Curiam
14332,2005 ND 153,Disciplinary Board v. Hoffman,(none),Per Curiam
14262,2005 ND 109,Disciplinary Board v. Edin  (Consolidated w/ 20050011),(none),Per Curiam
18518,2005 ND 185,"Interest of E.I., Jr.       (Confidential)",(none),Per Curiam
18508,2005 ND 160,State v. Oie,(none),Per Curiam
18511,2005 ND 163,State v. Leftbear,(none),Per Curiam
18519,2005 ND 194,Interest of J.F.   (CONFIDENTIAL),(none),Per Curiam
14205,2005 ND 45,Disciplinary Board v. Schoppert,(none),Per Curiam
18576,2006 ND 50,Arth v. Arth,(none),Per Curiam
18514,2005 ND 181,Interest of C.R. and S.R.  (CONFIDENTIAL),(none),Per Curiam
18528,2005 ND 210,State v. Shermer,(none),Per Curiam
18529,2005 ND 211,"State v. Pailing (CON w/20050120, 20050306, 20050307, 20050308, & 20050309",(none),Per Curiam
18509,2005 ND 161,M.S.B. v. J.M.B. (CONFIDENTIAL),(none),Per Curiam
18525,2005 ND 200,Pfau v. Pfau,(none),Per Curiam
18515,2005 ND 182,Interest of L.J.   (CONFIDENTIAL),(none),Per Curiam
18546,2005 ND 88,State v. Thompson,(none),Per Curiam
14309,2005 ND 144,Disciplinary Board v. Ward,(none),"Maring, Mary"
14412,2005 ND 169,Acuity Ins. Co. v. Meridian Ins. Co.,(none),Per Curiam
18580,2006 ND 6,State v. Freeman  (CONSOLIDATED W/20050318),(none),Per Curiam
18510,2005 ND 162,State v. Allen,(none),Per Curiam
18575,2006 ND 5,State v. Burgard,(none),Per Curiam
18507,2005 ND 159,State v. Moore,(none),Per Curiam
18520,2005 ND 196,State v. Stevenson,(none),Per Curiam
14240,2005 ND 87,Disciplinary Board v. Christensen   (CONSOLIDATE W/ 20050139 & 20050140),(none),Per Curiam
18522,2005 ND 198,State v. Croaker,(none),Per Curiam
18517,2005 ND 184,State v. Mohamed,(none),Per Curiam
18527,2005 ND 209,State v. White Mountain,(none),Per Curiam
14422,2006 ND 13,Disciplinary Board v. Giese,(none),Per Curiam
14348,2005 ND 171,Hoffman v. Disciplinary Board,(none),Per Curiam
18521,2005 ND 197,Johnson v. State                         (Cross-Ref. w/20050028 & 20050029),(none),Per Curiam
14413,2005 ND 170,City of Bismarck v. Witzke,(none),Per Curiam
14274,2005 ND 119,Disciplinary Board v. Vela,(none),Per Curiam
14336,2005 ND 157,Disciplinary Board v. Vela,VandeWalle,Per Curiam
18579,2006 ND 53,State v. Smith,(none),Per Curiam
14307,2005 ND 135,Disciplinary Board v. Sundby (Consolidated w/ 20050189 - 20050194),(none),Per Curiam
18573,2006 ND 38,State v. Garten,(none),Per Curiam
18577,2006 ND 51,Krall v. State  (Consol. w/20050212 & 20050213)      (cross-ref. 20000004),(none),Per Curiam
18523,2005 ND 199,State v. Steen,(none),Per Curiam
18526,2005 ND 208,"McMechan v. Engstrom, et al.",(none),Per Curiam
18581,2006 ND 7,"Interest of E.S., et al.  (CONFIDENTIAL)",(none),Per Curiam
14326,2005 ND 148,Disciplinary Board v. Korsmo,(none),Per Curiam
18591,2006 ND 95,State v. Wheeler   (Cons. w/20050258 & 20050259),(none),Per Curiam
18583,2006 ND 8,Moore v. State,(none),Per Curiam
18582,2006 ND 74,State v. Davenport                                  (cross-ref. w/2000148),(none),Per Curiam
18572,2006 ND 37,State v. Klein,(none),Per Curiam
14347,2005 ND 168,Disciplinary Board v. Wilkes,(none),Per Curiam
14380,2005 ND 221,Petition to Change Resident Chambers from Stanley to Minot (cons w/20050361),(none),Per Curiam
18588,2006 ND 92,Kaiser v. State                                (Cross-reference w/20040135),(none),Per Curiam
18585,2006 ND 9,Bates v. State,(none),Per Curiam
14515,2006 ND 105,Disciplinary Board v. Hellerud,(none),Per Curiam
14518,2006 ND 107,Disciplinary Board v. Chinquist,(none),Per Curiam
14500,2006 ND 85,Disciplinary Board v. Mertz,(none),Per Curiam
14391,2006 ND 2,Disciplinary Board v. McKechnie  (consol. w/ 20050363),(none),Per Curiam
14369,2005 ND 195,"Judicial Vacancy in Judgeship No. 3, Northeast Judicial District",(none),Per Curiam
18587,2006 ND 91,City of Minot v. Hellebust,(none),Per Curiam
18551,2006 ND 129,State v. Rutherford,(none),Per Curiam
18548,2006 ND 112,Kunze v. State (Consol. w/20050377-20050379)   (Cross-ref. w/990163-990166),(none),Per Curiam
14555,2006 ND 146,Disciplinary Board v. Aakre,(none),Per Curiam
18586,2006 ND 90,City of Lisbon v. Dahl,(none),Per Curiam
18574,2006 ND 43,Causer v. State                                     (cross-ref. w/20030124),(none),Per Curiam
18556,2006 ND 199,"Interest of K.S., et al.   (Consolidated w/20050398)  CONFIDENTIAL",(none),Per Curiam
18558,2006 ND 201,State v. DeGroot,(none),Per Curiam
18589,2006 ND 93,Clifford  v. Redmann,(none),Per Curiam
18578,2006 ND 52,State v. Feist,(none),Per Curiam
14375,2005 ND 207,Reciprocal Discipline of Edinger,(none),Per Curiam
18549,2006 ND 113,State v. Frederick,(none),Per Curiam
18553,2006 ND 131,State v. Jelleberg,(none),Per Curiam
18584,2006 ND 80,Murphy v. State                                     (cross-ref. w/20050428),(none),Per Curiam
14395,2006 ND 4,"Judicial Vacancy in Judgeship No. 1, South Central Judicial District",(none),Per Curiam
15985,2006 ND 149,Guardianship and Conservatorship of Johnson,(none),Per Curiam
14393,2006 ND 3,Disciplinary Board v. Buresh,(none),Per Curiam
18550,2006 ND 128,City of Fargo v. Curtis,(none),Per Curiam
18554,2006 ND 132,Interest of N.B.   (CONFIDENTIAL),(none),Per Curiam
18565,2006 ND 222,State v. Davis,(none),Per Curiam
18557,2006 ND 200,State v. Jackson                                      (cross-ref. w/940199),(none),Per Curiam
14512,2006 ND 88,"Judicial Vacancy in Judgeship No. 5, Southeast Judicial District",(none),Per Curiam
18564,2006 ND 207,City of Bismarck v. Perusquia,(none),Per Curiam
18561,2006 ND 204,"Lee v. Buehner, et al.",(none),Per Curiam
14571,2006 ND 148,Disciplinary Board v. Korsmo,(none),Per Curiam
18555,2006 ND 150,State v. Entzi,(none),Per Curiam
18569,2006 ND 234,State v. Morrell,(none),Per Curiam
14624,2006 ND 194,Ellis v. Disciplinary Board,(none),Per Curiam
14668,2006 ND 250,Petition of Edison,(none),Per Curiam
18559,2006 ND 202,"Thurn v. Workforce Safety and Insurance, et al.",(none),Per Curiam
18568,2006 ND 233,Otto v. State (Cross-Ref. w/20030368),(none),Per Curiam
14513,2006 ND 89,"Judicial Vacancy in Judgeship No. 4, Southwest Judicial District",(none),Per Curiam
18562,2006 ND 205,City of Jamestown v. Rethemeier      (Consolidated w/20060100),(none),Per Curiam
14490,2006 ND 73,Edin v. Disciplinary Board,(none),Per Curiam
18560,2006 ND 203,Ernst v. State,(none),Per Curiam
14647,2006 ND 228,Disciplinary Board v. Bullis,(none),Per Curiam
18552,2006 ND 130,Interest of K.G. (Confidential),(none),Per Curiam
14573,2006 ND 164,Disciplinary Board v. Balerud,(none),Per Curiam
18563,2006 ND 206,Jangula v. Jangula  (Cross-Ref. w/20050070),(none),Per Curiam
18718,2009 ND 5,Geray v. Bertsch,(none),Per Curiam
18566,2006 ND 226,Unterseher v. Ziegler,(none),Per Curiam
18567,2006 ND 232,Wishek v. Kaseman,(none),Per Curiam
18629,2007 ND 64,Stadheim v. Stadheim,(none),Per Curiam
18570,2006 ND 235,"Silbernagel, et al. v. Silbernagel, et al.",(none),Per Curiam
18627,2007 ND 59,State v. Georgeson,(none),Per Curiam
18619,2007 ND 21,State v. Halvorson,(none),Per Curiam
14684,2007 ND 8,Disciplinary Board v. Buresh,(none),Per Curiam
18625,2007 ND 57,Hieb v. Hieb,(none),Per Curiam
18595,2007 ND 11,State v. Ernst (Consolidated w/20060251),(none),Per Curiam
18593,2007 ND 10,Ehrhardt v. N.D. Dept. of Transportation,(none),Per Curiam
14649,2006 ND 230,Disciplinary Board v. Aakre,(none),Per Curiam
18623,2007 ND 55,"Kessel v. Rutherford, et al.",(none),Per Curiam
18640,2007 ND 93,State v. Enno,(none),Per Curiam
18620,2007 ND 34,Gonzales v. Witzke,(none),Per Curiam
14670,2006 ND 251,Disciplinary Board v. Stensland,(none),Per Curiam
14666,2006 ND 249,Disciplinary Board v. Overboe,(none),Per Curiam
18621,2007 ND 47,State v. Bovkoon,(none),Per Curiam
18600,2007 ND 154,State v. Johnson,(none),Per Curiam
18622,2007 ND 48,City of West Fargo v. Olson,(none),Per Curiam
18624,2007 ND 56,"Deacon's Development v. Lamb, et al.",(none),Per Curiam
18571,2006 ND 252,Interest of C.L.           (Confidential),(none),Per Curiam
18628,2007 ND 63,Kostelecky v. Kostelecky   (Cross-reference with 20050231),(none),Per Curiam
18633,2007 ND 72,White Mountain v. State,(none),Per Curiam
14678,2006 ND 258,Interest of R.F. (CONFIDENTIAL),(none),Per Curiam
18632,2007 ND 71,State v. Alexander,(none),Per Curiam
18634,2007 ND 73,Mantz v. Mantz,(none),Per Curiam
18626,2007 ND 58,"Olsson v. Workforce Safety and Insurance, et al.",(none),Per Curiam
18596,2007 ND 110,Weigel v. Weigel,(none),Per Curiam
18643,2007 ND 97,State v. Silbernagel,(none),Per Curiam
18631,2007 ND 70,"Deraas v. Workforce Safety and Insurance, et al.",(none),Per Curiam
18642,2007 ND 95,"Interest of C.R., a child       CONFIDENTIAL",(none),Per Curiam
18630,2007 ND 65,"Vogel, Weir, Hunke, and McCormick v. Serbus",(none),Per Curiam
18638,2007 ND 78,Finley v. ND Dept. of Transportation,(none),Per Curiam
18612,2007 ND 183,"Tarnavsky v. Tarnavsky, et al.",(none),Per Curiam
18637,2007 ND 76,State v. Paul,(none),Per Curiam
18610,2007 ND 176,State v. Jacobs,(none),Per Curiam
18636,2007 ND 75,Rydell GM Auto Center v. Johnson,(none),Per Curiam
18603,2007 ND 157,State v. Gruett,(none),Per Curiam
18641,2007 ND 94,City of Minot v. Holbach,(none),Per Curiam
18601,2007 ND 155,State v. Knight,(none),Per Curiam
18639,2007 ND 92,Hernandez v. State,(none),Per Curiam
18604,2007 ND 158,State v. Overby,(none),Per Curiam
18594,2007 ND 109,State v. Boyle,(none),Per Curiam
18602,2007 ND 156,State v. Moilwa,(none),Per Curiam
15056,2008 ND 126,State v. Everett,(none),Per Curiam
14868,2007 ND 152,State v. Jager,(none),Per Curiam
18605,2007 ND 171,State v. $2996.00 U.S. Currency,(none),Per Curiam
18608,2007 ND 174,State v. Skarsgard (Consolidated w/20070084),(none),Per Curiam
18598,2007 ND 151,Kram v. N.D. Department of Transportation,(none),Per Curiam
14878,2007 ND 203,Disciplinary Board v. Johnson  (Consolidated w/ 20070108),(none),Per Curiam
18606,2007 ND 172,Oie v. State,(none),Per Curiam
18611,2007 ND 182,Estate of Truax,(none),Per Curiam
18616,2007 ND 190,State v. Matuska,(none),Per Curiam
18657,2008 ND 16,State v. Carlsen,(none),Per Curiam
18607,2007 ND 173,State v. Thompson        (Consolidated w/20070143),(none),Per Curiam
18609,2007 ND 175,Mountrail Bethel Home v. Lovdahl  (Cross-reference w/ 20060002),(none),Per Curiam
18614,2007 ND 188,State v. $3719 U.S. Currency,(none),Per Curiam
18660,2008 ND 179,"Tarnavsky v. Tarnavsky, et al.",(none),Per Curiam
18661,2008 ND 18,State v. Brandt,(none),Per Curiam
18676,2008 ND 24,Bertram v. State,(none),Per Curiam
14770,2007 ND 105,Disciplinary Board v. Sletten,(none),Per Curiam
18678,2008 ND 44,State v. Tibor (Consolidated w/ 20070190 & 20070191),(none),Per Curiam
18613,2007 ND 187,State v. Gandesbery,(none),Per Curiam
18670,2008 ND 21,State v. Larson,(none),Per Curiam
18644,2008 ND 1,State v. St. Claire,(none),Per Curiam
14795,2007 ND 129,Disciplinary Board v. Light,(none),Per Curiam
18679,2008 ND 45,Heyen v. State,(none),Per Curiam
14880,2007 ND 204,Disciplinary Board v. Nemec,(none),Per Curiam
18652,2008 ND 123,State v. Ernst  (Cross-reference 20040117 & 20060250),(none),Per Curiam
18648,2008 ND 119,State v. Schmeets     (Consolidated w/20070361),(none),Per Curiam
14898,2008 ND 15,"Judicial Vacancy in Judgeship No. 1, East Central Judicial District",(none),Per Curiam
18653,2008 ND 124,Murphy v. State,(none),Per Curiam
15036,2008 ND 162,Disciplinary Board v. McCray  (Consolidated w/ 20070377),(none),Per Curiam
18655,2008 ND 127,Allen v. State,(none),Per Curiam
18650,2008 ND 121,State v. Mastre,(none),Per Curiam
18645,2008 ND 102,Suelzle v. ND Dept. of Transportation,(none),Per Curiam
14917,2008 ND 42,Disciplinary Board v. Vela  (Consol. w/ 20080032; Cross ref. 20050173),(none),Per Curiam
18654,2008 ND 125,O'Connor v. Jensen,(none),Per Curiam
14899,2008 ND 17,Disciplinary Board v. O'Donnell (cross ref. 20070340),(none),Per Curiam
18659,2008 ND 169,State v. Krogen,(none),Per Curiam
18649,2008 ND 120,State v. Mayer,(none),Per Curiam
15112,2008 ND 181,"House v. Royer, et al.",(none),Per Curiam
14942,2008 ND 76,Disciplinary Board v. O'Donnell  (Consolidated w/ 20080085),(none),Per Curiam
15091,2008 ND 215,Disciplinary Board v. Sletten (Consolidated w/ 20080147 - 20080150),(none),Per Curiam
18714,2009 ND 3,State v. Huffling,(none),Per Curiam
18669,2008 ND 207,Peterson v. DS Dispatch,(none),Per Curiam
15170,2009 ND 6,State v. Vick,(none),Per Curiam
18719,2009 ND 50,Fremling v. Fremling,(none),Per Curiam
15026,2008 ND 151,Disciplinary Board v. Fisher,(none),Per Curiam
15045,2008 ND 177,Disciplinary Board v. Tollefson,(none),Per Curiam
15182,2009 ND 77,Disciplinary Board v. Stensland,(none),Per Curiam
15167,2009 ND 40,Disciplinary Board v. Overboe,(none),Per Curiam
15054,2008 ND 180,"Bolinske v. Jaeger, et al.",(none),Per Curiam
18721,2009 ND 56,State v. Black Cloud,(none),Per Curiam
15092,2008 ND 216,Disciplinary Board v. Nemec,(none),Per Curiam
18728,2009 ND 66,State v. Mund,(none),Per Curiam
18726,2009 ND 63,State v. Mitchell,(none),Per Curiam
18723,2009 ND 60,Sanderson v. Harlow,(none),Per Curiam
18697,2009 ND 178,State v. Stridiron  (consolidated w/20080331),(none),Per Curiam
18696,2009 ND 175,Estate of Schiermeister (Consolidated w/20090169),(none),Per Curiam
18731,2009 ND 69,State v. Mitchell,(none),Per Curiam
15344,2008 ND 235,Disciplinary Board v. Karlsen  (Consolidated w/ 20080295),(none),Per Curiam
